trial_id,subject,activity,activity_name,trial,age_group,is_fall,sensor_location,failure_category,failure_reason,acc_length,gyro_length,acc_has_nan,gyro_has_nan
S29A14T03,29,14,Rotatefall,3,young,True,watch,STAGE1_MISSING_MODALITY,gyro_file_missing,301.0,,False,
S32A01T01,32,1,Drinking Water,1,young,False,watch,STAGE1_MISSING_MODALITY,gyro_file_missing,201.0,,False,
S32A01T02,32,1,Drinking Water,2,young,False,watch,STAGE1_MISSING_MODALITY,gyro_file_missing,181.0,,False,
S32A01T03,32,1,Drinking Water,3,young,False,watch,STAGE1_MISSING_MODALITY,gyro_file_missing,201.0,,False,
S32A03T01,32,3,Put On/Take Off Jacket,1,young,False,watch,STAGE1_MISSING_MODALITY,gyro_file_missing,261.0,,False,
S32A03T02,32,3,Put On/Take Off Jacket,2,young,False,watch,STAGE1_MISSING_MODALITY,gyro_file_missing,351.0,,False,
S32A03T03,32,3,Put On/Take Off Jacket,3,young,False,watch,STAGE1_MISSING_MODALITY,gyro_file_missing,221.0,,False,
S32A03T04,32,3,Put On/Take Off Jacket,4,young,False,watch,STAGE1_MISSING_MODALITY,gyro_file_missing,341.0,,False,
S32A03T05,32,3,Put On/Take Off Jacket,5,young,False,watch,STAGE1_MISSING_MODALITY,gyro_file_missing,201.0,,False,
S32A05T01,32,5,Sweeping Floor,1,young,False,watch,STAGE1_MISSING_MODALITY,gyro_file_missing,681.0,,False,
S32A05T02,32,5,Sweeping Floor,2,young,False,watch,STAGE1_MISSING_MODALITY,gyro_file_missing,381.0,,False,
S32A05T03,32,5,Sweeping Floor,3,young,False,watch,STAGE1_MISSING_MODALITY,gyro_file_missing,201.0,,False,
S32A08T04,32,8,Walking/TUG Test,4,young,False,watch,STAGE1_MISSING_MODALITY,gyro_file_missing,221.0,,False,
S32A09T01,32,9,Sit/Stand,1,young,False,watch,STAGE1_MISSING_MODALITY,gyro_file_missing,140.0,,False,
S32A09T02,32,9,Sit/Stand,2,young,False,watch,STAGE1_MISSING_MODALITY,gyro_file_missing,181.0,,False,
S32A09T03,32,9,Sit/Stand,3,young,False,watch,STAGE1_MISSING_MODALITY,gyro_file_missing,321.0,,False,
S32A11T01,32,11,Frontfall,1,young,True,watch,STAGE1_MISSING_MODALITY,gyro_file_missing,121.0,,False,
S32A11T02,32,11,Frontfall,2,young,True,watch,STAGE1_MISSING_MODALITY,gyro_file_missing,81.0,,False,
S32A11T03,32,11,Frontfall,3,young,True,watch,STAGE1_MISSING_MODALITY,gyro_file_missing,78.0,,False,
S32A12T01,32,12,Leftfall,1,young,True,watch,STAGE1_MISSING_MODALITY,gyro_file_missing,160.0,,False,
S32A12T02,32,12,Leftfall,2,young,True,watch,STAGE1_MISSING_MODALITY,gyro_file_missing,241.0,,False,
S32A12T03,32,12,Leftfall,3,young,True,watch,STAGE1_MISSING_MODALITY,gyro_file_missing,191.0,,False,
S32A12T04,32,12,Leftfall,4,young,True,watch,STAGE1_MISSING_MODALITY,gyro_file_missing,201.0,,False,
S32A14T01,32,14,Rotatefall,1,young,True,watch,STAGE1_MISSING_MODALITY,gyro_file_missing,101.0,,False,
S32A14T02,32,14,Rotatefall,2,young,True,watch,STAGE1_MISSING_MODALITY,gyro_file_missing,101.0,,False,
S32A14T03,32,14,Rotatefall,3,young,True,watch,STAGE1_MISSING_MODALITY,gyro_file_missing,131.0,,False,
S32A14T04,32,14,Rotatefall,4,young,True,watch,STAGE1_MISSING_MODALITY,gyro_file_missing,91.0,,False,
S32A14T05,32,14,Rotatefall,5,young,True,watch,STAGE1_MISSING_MODALITY,gyro_file_missing,141.0,,False,
S35A01T01,35,1,Drinking Water,1,young,False,watch,STAGE1_MISSING_MODALITY,gyro_file_missing,171.0,,False,
S35A01T02,35,1,Drinking Water,2,young,False,watch,STAGE1_MISSING_MODALITY,gyro_file_missing,181.0,,False,
S35A01T03,35,1,Drinking Water,3,young,False,watch,STAGE1_MISSING_MODALITY,gyro_file_missing,171.0,,False,
S35A01T04,35,1,Drinking Water,4,young,False,watch,STAGE1_MISSING_MODALITY,gyro_file_missing,181.0,,False,
S35A01T05,35,1,Drinking Water,5,young,False,watch,STAGE1_MISSING_MODALITY,gyro_file_missing,141.0,,False,
S35A03T01,35,3,Put On/Take Off Jacket,1,young,False,watch,STAGE1_MISSING_MODALITY,gyro_file_missing,301.0,,False,
S35A03T02,35,3,Put On/Take Off Jacket,2,young,False,watch,STAGE1_MISSING_MODALITY,gyro_file_missing,161.0,,False,
S35A03T03,35,3,Put On/Take Off Jacket,3,young,False,watch,STAGE1_MISSING_MODALITY,gyro_file_missing,241.0,,False,
S35A05T01,35,5,Sweeping Floor,1,young,False,watch,STAGE1_MISSING_MODALITY,gyro_file_missing,321.0,,False,
S35A05T02,35,5,Sweeping Floor,2,young,False,watch,STAGE1_MISSING_MODALITY,gyro_file_missing,281.0,,False,
S35A05T03,35,5,Sweeping Floor,3,young,False,watch,STAGE1_MISSING_MODALITY,gyro_file_missing,261.0,,False,
S35A05T04,35,5,Sweeping Floor,4,young,False,watch,STAGE1_MISSING_MODALITY,gyro_file_missing,261.0,,False,
S35A05T05,35,5,Sweeping Floor,5,young,False,watch,STAGE1_MISSING_MODALITY,gyro_file_missing,141.0,,False,
S35A06T05,35,6,Washing Hand,5,young,False,watch,STAGE1_MISSING_MODALITY,gyro_file_missing,171.0,,False,
S35A07T01,35,7,Waving Hand,1,young,False,watch,STAGE1_MISSING_MODALITY,gyro_file_missing,185.0,,False,
S35A07T02,35,7,Waving Hand,2,young,False,watch,STAGE1_MISSING_MODALITY,gyro_file_missing,151.0,,False,
S35A07T03,35,7,Waving Hand,3,young,False,watch,STAGE1_MISSING_MODALITY,gyro_file_missing,171.0,,False,
S35A07T04,35,7,Waving Hand,4,young,False,watch,STAGE1_MISSING_MODALITY,gyro_file_missing,181.0,,False,
S35A09T01,35,9,Sit/Stand,1,young,False,watch,STAGE1_MISSING_MODALITY,gyro_file_missing,181.0,,False,
S35A09T02,35,9,Sit/Stand,2,young,False,watch,STAGE1_MISSING_MODALITY,gyro_file_missing,171.0,,False,
S35A09T03,35,9,Sit/Stand,3,young,False,watch,STAGE1_MISSING_MODALITY,gyro_file_missing,161.0,,False,
S35A11T01,35,11,Frontfall,1,young,True,watch,STAGE1_MISSING_MODALITY,gyro_file_missing,221.0,,False,
S35A11T02,35,11,Frontfall,2,young,True,watch,STAGE1_MISSING_MODALITY,gyro_file_missing,137.0,,False,
S35A12T01,35,12,Leftfall,1,young,True,watch,STAGE1_MISSING_MODALITY,gyro_file_missing,201.0,,False,
S35A12T02,35,12,Leftfall,2,young,True,watch,STAGE1_MISSING_MODALITY,gyro_file_missing,241.0,,False,
S35A12T03,35,12,Leftfall,3,young,True,watch,STAGE1_MISSING_MODALITY,gyro_file_missing,241.0,,False,
S35A12T04,35,12,Leftfall,4,young,True,watch,STAGE1_MISSING_MODALITY,gyro_file_missing,301.0,,False,
S35A12T05,35,12,Leftfall,5,young,True,watch,STAGE1_MISSING_MODALITY,gyro_file_missing,161.0,,False,
S35A13T01,35,13,Rightfall,1,young,True,watch,STAGE1_MISSING_MODALITY,gyro_file_missing,201.0,,False,
S35A13T02,35,13,Rightfall,2,young,True,watch,STAGE1_MISSING_MODALITY,gyro_file_missing,181.0,,False,
S35A14T01,35,14,Rotatefall,1,young,True,watch,STAGE1_MISSING_MODALITY,gyro_file_missing,201.0,,False,
S47A01T01,47,1,Drinking Water,1,old,False,watch,STAGE1_MISSING_MODALITY,gyro_file_missing,992.0,,False,
S47A01T02,47,1,Drinking Water,2,old,False,watch,STAGE1_MISSING_MODALITY,gyro_file_missing,929.0,,False,
S47A01T03,47,1,Drinking Water,3,old,False,watch,STAGE1_MISSING_MODALITY,gyro_file_missing,969.0,,False,
S47A01T04,47,1,Drinking Water,4,old,False,watch,STAGE1_MISSING_MODALITY,gyro_file_missing,1009.0,,False,
S47A01T05,47,1,Drinking Water,5,old,False,watch,STAGE1_MISSING_MODALITY,gyro_file_missing,974.0,,False,
S47A02T01,47,2,Pick Up Object,1,old,False,watch,STAGE1_MISSING_MODALITY,gyro_file_missing,1306.0,,False,
S47A02T02,47,2,Pick Up Object,2,old,False,watch,STAGE1_MISSING_MODALITY,gyro_file_missing,878.0,,False,
S47A02T03,47,2,Pick Up Object,3,old,False,watch,STAGE1_MISSING_MODALITY,gyro_file_missing,887.0,,False,
S47A02T04,47,2,Pick Up Object,4,old,False,watch,STAGE1_MISSING_MODALITY,gyro_file_missing,827.0,,False,
S47A02T05,47,2,Pick Up Object,5,old,False,watch,STAGE1_MISSING_MODALITY,gyro_file_missing,908.0,,False,
S47A03T01,47,3,Put On/Take Off Jacket,1,old,False,watch,STAGE1_MISSING_MODALITY,gyro_file_missing,1422.0,,False,
S47A03T02,47,3,Put On/Take Off Jacket,2,old,False,watch,STAGE1_MISSING_MODALITY,gyro_file_missing,1288.0,,False,
S47A03T03,47,3,Put On/Take Off Jacket,3,old,False,watch,STAGE1_MISSING_MODALITY,gyro_file_missing,1574.0,,False,
S47A03T04,47,3,Put On/Take Off Jacket,4,old,False,watch,STAGE1_MISSING_MODALITY,gyro_file_missing,1730.0,,False,
S47A03T05,47,3,Put On/Take Off Jacket,5,old,False,watch,STAGE1_MISSING_MODALITY,gyro_file_missing,1482.0,,False,
S47A04T01,47,4,Stepping Up,1,old,False,watch,STAGE1_MISSING_MODALITY,gyro_file_missing,479.0,,False,
S47A04T03,47,4,Stepping Up,3,old,False,watch,STAGE1_MISSING_MODALITY,gyro_file_missing,850.0,,False,
S47A04T04,47,4,Stepping Up,4,old,False,watch,STAGE1_MISSING_MODALITY,gyro_file_missing,863.0,,False,
S47A04T05,47,4,Stepping Up,5,old,False,watch,STAGE1_MISSING_MODALITY,gyro_file_missing,820.0,,False,
S47A05T01,47,5,Sweeping Floor,1,old,False,watch,STAGE1_MISSING_MODALITY,gyro_file_missing,1030.0,,False,
S47A05T02,47,5,Sweeping Floor,2,old,False,watch,STAGE1_MISSING_MODALITY,gyro_file_missing,963.0,,False,
S47A05T03,47,5,Sweeping Floor,3,old,False,watch,STAGE1_MISSING_MODALITY,gyro_file_missing,957.0,,False,
S47A05T04,47,5,Sweeping Floor,4,old,False,watch,STAGE1_MISSING_MODALITY,gyro_file_missing,1019.0,,False,
S47A05T05,47,5,Sweeping Floor,5,old,False,watch,STAGE1_MISSING_MODALITY,gyro_file_missing,978.0,,False,
S47A06T01,47,6,Washing Hand,1,old,False,watch,STAGE1_MISSING_MODALITY,gyro_file_missing,1026.0,,False,
S47A06T02,47,6,Washing Hand,2,old,False,watch,STAGE1_MISSING_MODALITY,gyro_file_missing,1033.0,,False,
S47A06T03,47,6,Washing Hand,3,old,False,watch,STAGE1_MISSING_MODALITY,gyro_file_missing,1013.0,,False,
S47A06T04,47,6,Washing Hand,4,old,False,watch,STAGE1_MISSING_MODALITY,gyro_file_missing,995.0,,False,
S47A06T05,47,6,Washing Hand,5,old,False,watch,STAGE1_MISSING_MODALITY,gyro_file_missing,984.0,,False,
S47A07T01,47,7,Waving Hand,1,old,False,watch,STAGE1_MISSING_MODALITY,gyro_file_missing,1227.0,,False,
S47A07T02,47,7,Waving Hand,2,old,False,watch,STAGE1_MISSING_MODALITY,gyro_file_missing,1154.0,,False,
S47A07T03,47,7,Waving Hand,3,old,False,watch,STAGE1_MISSING_MODALITY,gyro_file_missing,1129.0,,False,
S47A07T04,47,7,Waving Hand,4,old,False,watch,STAGE1_MISSING_MODALITY,gyro_file_missing,1109.0,,False,
S47A07T05,47,7,Waving Hand,5,old,False,watch,STAGE1_MISSING_MODALITY,gyro_file_missing,1204.0,,False,
S47A08T01,47,8,Walking/TUG Test,1,old,False,watch,STAGE1_MISSING_MODALITY,gyro_file_missing,1127.0,,False,
S47A08T02,47,8,Walking/TUG Test,2,old,False,watch,STAGE1_MISSING_MODALITY,gyro_file_missing,1155.0,,False,
S47A08T03,47,8,Walking/TUG Test,3,old,False,watch,STAGE1_MISSING_MODALITY,gyro_file_missing,1151.0,,False,
S47A08T04,47,8,Walking/TUG Test,4,old,False,watch,STAGE1_MISSING_MODALITY,gyro_file_missing,1091.0,,False,
S47A08T05,47,8,Walking/TUG Test,5,old,False,watch,STAGE1_MISSING_MODALITY,gyro_file_missing,1115.0,,False,
S24A01T01,24,1,Drinking Water,1,old,False,watch,STAGE1_MISSING_MODALITY,acc_file_missing,,65.0,,False
S24A01T02,24,1,Drinking Water,2,old,False,watch,STAGE1_MISSING_MODALITY,acc_file_missing,,34.0,,False
S24A01T03,24,1,Drinking Water,3,old,False,watch,STAGE1_MISSING_MODALITY,acc_file_missing,,194.0,,False
S24A02T01,24,2,Pick Up Object,1,old,False,watch,STAGE1_MISSING_MODALITY,acc_file_missing,,159.0,,False
S24A03T01,24,3,Put On/Take Off Jacket,1,old,False,watch,STAGE1_MISSING_MODALITY,acc_file_missing,,204.0,,False
S24A03T02,24,3,Put On/Take Off Jacket,2,old,False,watch,STAGE1_MISSING_MODALITY,acc_file_missing,,94.0,,False
S24A03T03,24,3,Put On/Take Off Jacket,3,old,False,watch,STAGE1_MISSING_MODALITY,acc_file_missing,,116.0,,False
S24A03T04,24,3,Put On/Take Off Jacket,4,old,False,watch,STAGE1_MISSING_MODALITY,acc_file_missing,,58.0,,False
S24A03T05,24,3,Put On/Take Off Jacket,5,old,False,watch,STAGE1_MISSING_MODALITY,acc_file_missing,,35.0,,False
S24A04T01,24,4,Stepping Up,1,old,False,watch,STAGE1_MISSING_MODALITY,acc_file_missing,,183.0,,False
S24A05T01,24,5,Sweeping Floor,1,old,False,watch,STAGE1_MISSING_MODALITY,acc_file_missing,,175.0,,False
S24A05T02,24,5,Sweeping Floor,2,old,False,watch,STAGE1_MISSING_MODALITY,acc_file_missing,,77.0,,False
S24A05T03,24,5,Sweeping Floor,3,old,False,watch,STAGE1_MISSING_MODALITY,acc_file_missing,,140.0,,False
S24A06T01,24,6,Washing Hand,1,old,False,watch,STAGE1_MISSING_MODALITY,acc_file_missing,,294.0,,False
S24A06T02,24,6,Washing Hand,2,old,False,watch,STAGE1_MISSING_MODALITY,acc_file_missing,,46.0,,False
S24A07T01,24,7,Waving Hand,1,old,False,watch,STAGE1_MISSING_MODALITY,acc_file_missing,,28.0,,False
S24A07T02,24,7,Waving Hand,2,old,False,watch,STAGE1_MISSING_MODALITY,acc_file_missing,,430.0,,False
S24A08T01,24,8,Walking/TUG Test,1,old,False,watch,STAGE1_MISSING_MODALITY,acc_file_missing,,86.0,,False
S24A08T02,24,8,Walking/TUG Test,2,old,False,watch,STAGE1_MISSING_MODALITY,acc_file_missing,,181.0,,False
S25A05T02,25,5,Sweeping Floor,2,old,False,watch,STAGE1_MISSING_MODALITY,acc_file_missing,,,,False
S26A01T02,26,1,Drinking Water,2,old,False,watch,STAGE1_MISSING_MODALITY,acc_file_missing,,,,False
S26A02T02,26,2,Pick Up Object,2,old,False,watch,STAGE1_MISSING_MODALITY,acc_file_missing,,73.0,,False
S26A02T03,26,2,Pick Up Object,3,old,False,watch,STAGE1_MISSING_MODALITY,acc_file_missing,,177.0,,False
S26A02T04,26,2,Pick Up Object,4,old,False,watch,STAGE1_MISSING_MODALITY,acc_file_missing,,99.0,,False
S26A03T03,26,3,Put On/Take Off Jacket,3,old,False,watch,STAGE1_MISSING_MODALITY,acc_file_missing,,,,False
S26A03T04,26,3,Put On/Take Off Jacket,4,old,False,watch,STAGE1_MISSING_MODALITY,acc_file_missing,,102.0,,True
S26A03T05,26,3,Put On/Take Off Jacket,5,old,False,watch,STAGE1_MISSING_MODALITY,acc_file_missing,,41.0,,False
S26A04T02,26,4,Stepping Up,2,old,False,watch,STAGE1_MISSING_MODALITY,acc_file_missing,,66.0,,True
S26A04T03,26,4,Stepping Up,3,old,False,watch,STAGE1_MISSING_MODALITY,acc_file_missing,,34.0,,False
S26A05T02,26,5,Sweeping Floor,2,old,False,watch,STAGE1_MISSING_MODALITY,acc_file_missing,,38.0,,False
S26A05T03,26,5,Sweeping Floor,3,old,False,watch,STAGE1_MISSING_MODALITY,acc_file_missing,,40.0,,False
S26A05T04,26,5,Sweeping Floor,4,old,False,watch,STAGE1_MISSING_MODALITY,acc_file_missing,,,,False
S26A05T05,26,5,Sweeping Floor,5,old,False,watch,STAGE1_MISSING_MODALITY,acc_file_missing,,82.0,,False
S26A06T02,26,6,Washing Hand,2,old,False,watch,STAGE1_MISSING_MODALITY,acc_file_missing,,82.0,,False
S26A06T03,26,6,Washing Hand,3,old,False,watch,STAGE1_MISSING_MODALITY,acc_file_missing,,141.0,,False
S26A06T04,26,6,Washing Hand,4,old,False,watch,STAGE1_MISSING_MODALITY,acc_file_missing,,83.0,,False
S26A07T02,26,7,Waving Hand,2,old,False,watch,STAGE1_MISSING_MODALITY,acc_file_missing,,93.0,,False
S26A07T03,26,7,Waving Hand,3,old,False,watch,STAGE1_MISSING_MODALITY,acc_file_missing,,129.0,,False
S26A08T02,26,8,Walking/TUG Test,2,old,False,watch,STAGE1_MISSING_MODALITY,acc_file_missing,,111.0,,False
S26A08T03,26,8,Walking/TUG Test,3,old,False,watch,STAGE1_MISSING_MODALITY,acc_file_missing,,85.0,,False
S26A08T04,26,8,Walking/TUG Test,4,old,False,watch,STAGE1_MISSING_MODALITY,acc_file_missing,,49.0,,True
S30A05T06,30,5,Sweeping Floor,6,young,False,watch,STAGE1_MISSING_MODALITY,acc_file_missing,,78.0,,False
S30A07T05,30,7,Waving Hand,5,young,False,watch,STAGE1_MISSING_MODALITY,acc_file_missing,,544.0,,False
S30A07T06,30,7,Waving Hand,6,young,False,watch,STAGE1_MISSING_MODALITY,acc_file_missing,,73.0,,False
S30A07T07,30,7,Waving Hand,7,young,False,watch,STAGE1_MISSING_MODALITY,acc_file_missing,,1478.0,,False
S30A07T08,30,7,Waving Hand,8,young,False,watch,STAGE1_MISSING_MODALITY,acc_file_missing,,1792.0,,False
S30A08T04,30,8,Walking/TUG Test,4,young,False,watch,STAGE1_MISSING_MODALITY,acc_file_missing,,1581.0,,False
S30A10T07,30,10,Backfall,7,young,True,watch,STAGE1_MISSING_MODALITY,acc_file_missing,,694.0,,False
S30A11T20,30,11,Frontfall,20,young,True,watch,STAGE1_MISSING_MODALITY,acc_file_missing,,726.0,,False
S30A11T21,30,11,Frontfall,21,young,True,watch,STAGE1_MISSING_MODALITY,acc_file_missing,,164.0,,False
S30A11T22,30,11,Frontfall,22,young,True,watch,STAGE1_MISSING_MODALITY,acc_file_missing,,1169.0,,False
S30A12T15,30,12,Leftfall,15,young,True,watch,STAGE1_MISSING_MODALITY,acc_file_missing,,200.0,,False
S30A12T16,30,12,Leftfall,16,young,True,watch,STAGE1_MISSING_MODALITY,acc_file_missing,,94.0,,False
S30A12T17,30,12,Leftfall,17,young,True,watch,STAGE1_MISSING_MODALITY,acc_file_missing,,333.0,,False
S30A12T18,30,12,Leftfall,18,young,True,watch,STAGE1_MISSING_MODALITY,acc_file_missing,,3832.0,,False
S30A12T19,30,12,Leftfall,19,young,True,watch,STAGE1_MISSING_MODALITY,acc_file_missing,,141.0,,False
S30A13T12,30,13,Rightfall,12,young,True,watch,STAGE1_MISSING_MODALITY,acc_file_missing,,989.0,,False
S30A13T13,30,13,Rightfall,13,young,True,watch,STAGE1_MISSING_MODALITY,acc_file_missing,,394.0,,False
S30A13T14,30,13,Rightfall,14,young,True,watch,STAGE1_MISSING_MODALITY,acc_file_missing,,202.0,,False
S30A14T08,30,14,Rotatefall,8,young,True,watch,STAGE1_MISSING_MODALITY,acc_file_missing,,117.0,,False
S30A14T09,30,14,Rotatefall,9,young,True,watch,STAGE1_MISSING_MODALITY,acc_file_missing,,790.0,,False
S30A14T10,30,14,Rotatefall,10,young,True,watch,STAGE1_MISSING_MODALITY,acc_file_missing,,92.0,,False
S30A14T11,30,14,Rotatefall,11,young,True,watch,STAGE1_MISSING_MODALITY,acc_file_missing,,161.0,,False
S31A02T04,31,2,Pick Up Object,4,young,False,watch,STAGE1_MISSING_MODALITY,acc_file_missing,,53.0,,False
S31A02T05,31,2,Pick Up Object,5,young,False,watch,STAGE1_MISSING_MODALITY,acc_file_missing,,3126.0,,False
S31A02T06,31,2,Pick Up Object,6,young,False,watch,STAGE1_MISSING_MODALITY,acc_file_missing,,1841.0,,False
S31A03T15,31,3,Put On/Take Off Jacket,15,young,False,watch,STAGE1_MISSING_MODALITY,acc_file_missing,,948.0,,False
